Class,X1,Y1,X2,Y2,Confidence
Cicadellidae,18.14910888671875,166.55654907226562,754.8656005859375,631.8624267578125,0.4988840520381927
Cicadellidae,21.070770263671875,165.61134338378906,758.253173828125,635.9971313476562,0.4543037116527557
Cicadellidae,29.986602783203125,170.15869140625,740.382080078125,632.662353515625,0.4921534657478332
Cicadellidae,18.7105712890625,166.59027099609375,754.9210815429688,632.79052734375,0.4921540319919586
Cicadellidae,18.7105712890625,166.59027099609375,754.9210815429688,632.79052734375,0.4921540319919586
Cicadellidae,31.060089111328125,171.447509765625,740.959716796875,628.5001831054688,0.4818130731582641
Cicadellidae,32.347259521484375,168.5212860107422,738.1954345703125,631.2374267578125,0.466142326593399
Cicadellidae,32.50958251953125,168.01187133789062,742.1741943359375,625.4600830078125,0.411617636680603
Cicadellidae,29.84945678710937,168.3861541748047,744.2196044921875,626.2262573242188,0.4083684682846069
Cicadellidae,30.562469482421875,169.15072631835938,743.3912353515625,627.9036865234375,0.4349464774131775
Cicadellidae,27.772125244140625,167.69993591308594,744.64892578125,625.9430541992188,0.475792795419693
Cicadellidae,26.4708251953125,171.0869140625,743.22998046875,628.7140502929688,0.4525477290153503
Cicadellidae,17.72283935546875,166.35826110839844,752.6266479492188,631.2156982421875,0.5697795152664185
Cicadellidae,27.385009765625,170.46133422851562,749.640869140625,629.30908203125,0.4791970252990722
Cicadellidae,26.632598876953125,170.9591522216797,744.99609375,633.6209106445312,0.5083020329475403
Cicadellidae,14.843780517578123,168.89956665039062,756.683349609375,630.554931640625,0.4870414435863495
Cicadellidae,18.76010131835937,165.17373657226562,755.1851806640625,634.59716796875,0.5218013525009155
Cicadellidae,18.528228759765625,165.30702209472656,753.582275390625,633.475830078125,0.5123025178909302
Cicadellidae,15.522979736328123,162.80035400390625,759.6810302734375,637.0978393554688,0.5361589193344116
Cicadellidae,28.08578491210937,166.22866821289062,753.626953125,629.4576416015625,0.4291748702526092
Cicadellidae,21.044342041015625,162.72422790527344,756.526611328125,622.4561767578125,0.4705137610435486
Cicadellidae,31.49591064453125,166.06808471679688,744.464111328125,622.53271484375,0.5052399635314941
Cicadellidae,33.517822265625,162.69735717773438,743.8536987304688,617.2618408203125,0.5201224088668823
Cicadellidae,33.517822265625,162.69735717773438,743.8536987304688,617.2618408203125,0.5201224088668823
Cicadellidae,32.4208984375,163.15455627441406,746.9840698242188,624.3184814453125,0.4809030294418335
Cicadellidae,34.814117431640625,162.7178955078125,752.3988037109375,616.9581298828125,0.4864475131034851
Cicadellidae,30.50897216796875,164.83773803710938,743.841552734375,628.0213623046875,0.5614860653877258
Cicadellidae,28.35888671875,168.5901641845703,748.6972045898438,617.6421508789062,0.5089985728263855
Cicadellidae,30.984039306640625,167.55247497558594,744.1959228515625,626.3222045898438,0.5081896781921387
Cicadellidae,30.43487548828125,169.4256134033203,744.4298095703125,627.7955932617188,0.523671567440033
Cicadellidae,28.2808837890625,168.93328857421875,750.8590698242188,634.5402221679688,0.4591897428035736
Cicadellidae,28.2808837890625,168.93328857421875,750.8590698242188,634.5402221679688,0.4591897428035736
Cicadellidae,23.75079345703125,168.05052185058594,748.4894409179688,631.8692626953125,0.4465268850326538
Cicadellidae,14.069976806640623,163.74826049804688,761.2784423828125,633.830078125,0.5222377777099609
Cicadellidae,16.238525390625,163.45050048828125,756.4285278320312,633.8795166015625,0.4660530388355255
Cicadellidae,21.24041748046875,164.8362579345703,758.8584594726562,621.7071533203125,0.4969005882740021
Cicadellidae,23.4210205078125,163.0489959716797,758.5134887695312,612.7636108398438,0.4414748251438141
Cicadellidae,33.1875,162.16830444335938,748.8390502929688,621.514404296875,0.3617625534534454
Cicadellidae,31.85614013671875,163.3419952392578,749.4730224609375,624.4015502929688,0.3184849917888641
Cicadellidae,32.2125244140625,163.11483764648438,740.3543701171875,622.68798828125,0.4031447172164917
Cicadellidae,33.176910400390625,162.5354461669922,752.7435302734375,619.3858642578125,0.3851646780967712
Cicadellidae,33.176910400390625,162.5354461669922,752.7435302734375,619.3858642578125,0.3851646780967712
Cicadellidae,31.15658569335937,165.3081817626953,739.9395751953125,625.6481323242188,0.4811989367008209
Cicadellidae,27.60394287109375,164.61581420898438,743.939453125,629.2586669921875,0.5454451441764832
Cicadellidae,30.857208251953125,166.5738983154297,744.013916015625,625.4916381835938,0.5101422667503357
Cicadellidae,31.16632080078125,164.743408203125,742.5594482421875,618.032958984375,0.5138681530952454
Cicadellidae,31.2540283203125,164.62466430664062,749.1981201171875,620.460693359375,0.3594087660312652
Cicadellidae,28.1531982421875,164.20278930664062,753.2530517578125,609.802490234375,0.3038902878761291
Brevipoalpus lewisi McGregor,281.5196838378906,0.0,1230.167724609375,704.4692993164062,0.3386632800102234
